recipe_id,name,meal_type,servings,prep_time_min,ingredients,kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,fiber_g_per_serving,instructions
R0378,Ensalada proteica de atun al natural escurrido con brocoli y semillas de chia,almuerzo,1,40,"[{""ingredient"": ""atun al natural escurrido"", ""grams"": 121}, {""ingredient"": ""brocoli"", ""grams"": 137}, {""ingredient"": ""mostaza"", ""grams"": 20}, {""ingredient"": ""semillas de chia"", ""grams"": 10}, {""ingredient"": ""tortilla de trigo"", ""grams"": 216}]",896.7,55.1,122.4,20.8,16.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0379,Omelette de lechuga con nueces,desayuno,2,6,"[{""ingredient"": ""huevo entero"", ""grams"": 140}, {""ingredient"": ""lechuga"", ""grams"": 173}, {""ingredient"": ""nueces"", ""grams"": 13}]",155.6,11.3,4.2,11.0,1.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0380,Ensalada proteica de garbanzos cocidos con espinaca y mantequilla de mani,almuerzo,1,16,"[{""ingredient"": ""espinaca"", ""grams"": 74}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 103}, {""ingredient"": ""limon"", ""grams"": 12}, {""ingredient"": ""mantequilla de mani"", ""grams"": 16}, {""ingredient"": ""tortilla de trigo"", ""grams"": 163}]",772.5,28.6,116.3,22.4,17.3,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0381,Salmon con pan integral y ensalada,cena,1,22,"[{""ingredient"": ""espinaca"", ""grams"": 152}, {""ingredient"": ""nueces"", ""grams"": 32}, {""ingredient"": ""pan integral"", ""grams"": 94}, {""ingredient"": ""queso cottage light"", ""grams"": 210}]",648.6,44.5,55.6,30.2,12.1,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0382,Tazón de quinoa con huevo entero y pepino,cena,2,33,"[{""ingredient"": ""huevo entero"", ""grams"": 193}, {""ingredient"": ""papa cocida"", ""grams"": 153}, {""ingredient"": ""pepino"", ""grams"": 101}]",212.6,14.4,18.3,9.3,1.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0383,Ensalada proteica de queso cottage light con espinaca y palta,almuerzo,2,32,"[{""ingredient"": ""espinaca"", ""grams"": 61}, {""ingredient"": ""palta"", ""grams"": 18}, {""ingredient"": ""queso cottage light"", ""grams"": 176}, {""ingredient"": ""salsa de soja"", ""grams"": 22}, {""ingredient"": ""tortitas de arroz"", ""grams"": 102}]",293.2,15.7,47.2,5.0,2.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0384,Ensalada proteica de atun al natural escurrido con morrón y mantequilla de mani,almuerzo,1,40,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 223}, {""ingredient"": ""atun al natural escurrido"", ""grams"": 206}, {""ingredient"": ""mantequilla de mani"", ""grams"": 35}, {""ingredient"": ""morrón"", ""grams"": 178}, {""ingredient"": ""mostaza"", ""grams"": 13}]",782.8,70.6,75.5,22.8,10.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0385,Pudding de chia con manzana,postre,2,8,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 298}, {""ingredient"": ""cacao amargo"", ""grams"": 13}, {""ingredient"": ""manzana"", ""grams"": 141}, {""ingredient"": ""semillas de lino"", ""grams"": 20}]",134.7,4.8,19.4,7.0,7.1,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0386,Omelette de brocoli con semillas de lino,desayuno,1,16,"[{""ingredient"": ""brocoli"", ""grams"": 94}, {""ingredient"": ""huevo entero"", ""grams"": 120}, {""ingredient"": ""semillas de lino"", ""grams"": 11}]",262.3,20.2,10.7,16.4,5.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0387,Yogur griego con frutillas y semillas de chia,snack,1,13,"[{""ingredient"": ""cacao amargo"", ""grams"": 15}, {""ingredient"": ""frutillas"", ""grams"": 156}, {""ingredient"": ""semillas de chia"", ""grams"": 20}, {""ingredient"": ""yogur griego descremado"", ""grams"": 174}]",284.0,24.8,35.4,9.4,15.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0388,Pudding de chia con naranja,postre,1,11,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 237}, {""ingredient"": ""miel"", ""grams"": 9}, {""ingredient"": ""naranja"", ""grams"": 197}, {""ingredient"": ""semillas de lino"", ""grams"": 21}]",279.5,8.0,41.5,11.9,10.9,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0389,Salmon con tortilla de trigo y ensalada,cena,1,15,"[{""ingredient"": ""lechuga"", ""grams"": 182}, {""ingredient"": ""lentejas cocidas"", ""grams"": 113}, {""ingredient"": ""salsa de soja"", ""grams"": 19}, {""ingredient"": ""semillas de chia"", ""grams"": 32}, {""ingredient"": ""tortilla de trigo"", ""grams"": 84}]",576.0,26.4,84.2,16.7,25.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0390,Bowl de yogur griego descremado con manzana y cacao amargo,desayuno,1,7,"[{""ingredient"": ""manzana"", ""grams"": 134}, {""ingredient"": ""semillas de chia"", ""grams"": 19}, {""ingredient"": ""yogur griego descremado"", ""grams"": 170}]",262.3,20.6,32.6,6.8,9.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0391,Bowl de avena con morrón y semillas de chia,desayuno,1,10,"[{""ingredient"": ""avena"", ""grams"": 60}, {""ingredient"": ""cacao amargo"", ""grams"": 23}, {""ingredient"": ""leche descremada"", ""grams"": 166}, {""ingredient"": ""mantequilla de mani"", ""grams"": 35}, {""ingredient"": ""manzana"", ""grams"": 118}]",611.1,29.4,84.7,25.2,19.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0392,Pudding de chia con frutillas,postre,1,14,"[{""ingredient"": ""cacao amargo"", ""grams"": 5}, {""ingredient"": ""frutillas"", ""grams"": 184}, {""ingredient"": ""leche descremada"", ""grams"": 175}, {""ingredient"": ""semillas de chia"", ""grams"": 25}]",253.0,12.5,36.3,9.2,14.0,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0393,Ensalada proteica de whey protein con brocoli y semillas de chia,almuerzo,2,16,"[{""ingredient"": ""brocoli"", ""grams"": 87}, {""ingredient"": ""semillas de chia"", ""grams"": 21}, {""ingredient"": ""tortilla de trigo"", ""grams"": 192}, {""ingredient"": ""whey protein"", ""grams"": 127}]",607.8,61.5,60.4,14.0,8.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0394,Yogur griego con banana y semillas de chia,snack,2,14,"[{""ingredient"": ""banana"", ""grams"": 172}, {""ingredient"": ""cacao amargo"", ""grams"": 8}, {""ingredient"": ""semillas de chia"", ""grams"": 8}, {""ingredient"": ""yogur griego descremado"", ""grams"": 292}]",191.2,17.0,28.9,2.6,5.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0395,Batido de proteína con naranja,snack,2,8,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 195}, {""ingredient"": ""naranja"", ""grams"": 81}, {""ingredient"": ""whey protein"", ""grams"": 40}]",118.5,17.3,8.3,2.4,1.2,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0396,Yogur griego con manzana y semillas de lino,snack,1,18,"[{""ingredient"": ""cacao amargo"", ""grams"": 8}, {""ingredient"": ""manzana"", ""grams"": 126}, {""ingredient"": ""semillas de lino"", ""grams"": 11}, {""ingredient"": ""yogur griego descremado"", ""grams"": 166}]",240.4,20.5,31.2,6.6,9.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0397,Tostadas integrales con tofu firme y pepino,desayuno,2,20,"[{""ingredient"": ""pan integral"", ""grams"": 80}, {""ingredient"": ""pepino"", ""grams"": 176}, {""ingredient"": ""semillas de lino"", ""grams"": 18}, {""ingredient"": ""tofu firme"", ""grams"": 78}]",217.1,14.1,23.3,9.1,5.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0398,Pollo con arroz integral cocido y brocoli,almuerzo,2,35,"[{""ingredient"": ""aceite de oliva"", ""grams"": 13}, {""ingredient"": ""arroz integral cocido"", ""grams"": 119}, {""ingredient"": ""brocoli"", ""grams"": 137}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 163}]",287.6,10.9,41.8,9.5,9.0,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0399,Tazón de quinoa con garbanzos cocidos y zapallito,cena,1,15,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 110}, {""ingredient"": ""limon"", ""grams"": 6}, {""ingredient"": ""nueces"", ""grams"": 22}, {""ingredient"": ""pan integral"", ""grams"": 178}, {""ingredient"": ""zapallito"", ""grams"": 175}]",795.4,38.5,111.7,25.2,24.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0400,Tazón de quinoa con whey protein y zapallito,cena,1,22,"[{""ingredient"": ""almendras"", ""grams"": 25}, {""ingredient"": ""arroz integral cocido"", ""grams"": 248}, {""ingredient"": ""limon"", ""grams"": 10}, {""ingredient"": ""whey protein"", ""grams"": 205}, {""ingredient"": ""zapallito"", ""grams"": 198}]",1306.4,178.4,92.5,27.9,9.7,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0401,Guiso de legumbres con cebolla,cena,1,22,"[{""ingredient"": ""cebolla"", ""grams"": 149}, {""ingredient"": ""claras de huevo"", ""grams"": 112}, {""ingredient"": ""mostaza"", ""grams"": 29}, {""ingredient"": ""tortitas de arroz"", ""grams"": 173}]",794.4,29.0,158.2,6.4,6.9,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0402,Omelette de cebolla con aceite de oliva,desayuno,1,6,"[{""ingredient"": ""aceite de oliva"", ""grams"": 10}, {""ingredient"": ""cebolla"", ""grams"": 89}, {""ingredient"": ""claras de huevo"", ""grams"": 150}, {""ingredient"": ""huevo entero"", ""grams"": 140}]",402.2,35.7,10.9,23.7,1.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0403,Batido de proteína con frutillas,snack,2,8,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 296}, {""ingredient"": ""frutillas"", ""grams"": 129}, {""ingredient"": ""semillas de chia"", ""grams"": 20}, {""ingredient"": ""whey protein"", ""grams"": 35}]",168.8,17.6,13.5,6.1,5.0,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0404,Tostadas integrales con garbanzos cocidos y cebolla,desayuno,1,14,"[{""ingredient"": ""cebolla"", ""grams"": 79}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 123}, {""ingredient"": ""pan integral"", ""grams"": 60}]",381.5,19.7,65.2,5.8,14.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0405,Tazón de quinoa con pechuga de pollo cocida y morrón,cena,1,26,"[{""ingredient"": ""limon"", ""grams"": 7}, {""ingredient"": ""morrón"", ""grams"": 195}, {""ingredient"": ""pasta integral cocida"", ""grams"": 97}, {""ingredient"": ""pechuga de pollo cocida"", ""grams"": 149}, {""ingredient"": ""semillas de lino"", ""grams"": 16}]",514.0,55.9,41.2,13.8,11.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0406,Yogur griego con arandanos y semillas de lino,snack,1,23,"[{""ingredient"": ""arandanos"", ""grams"": 192}, {""ingredient"": ""semillas de lino"", ""grams"": 8}, {""ingredient"": ""yogur griego descremado"", ""grams"": 196}]",267.8,22.4,37.2,4.7,6.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0407,Batido de proteína con naranja,snack,2,15,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 187}, {""ingredient"": ""naranja"", ""grams"": 110}, {""ingredient"": ""semillas de lino"", ""grams"": 14}, {""ingredient"": ""whey protein"", ""grams"": 35}]",151.9,16.7,11.8,5.2,3.4,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0408,Wrap fitness de garbanzos cocidos con morrón y salsa de soja,almuerzo,2,25,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 109}, {""ingredient"": ""mantequilla de mani"", ""grams"": 35}, {""ingredient"": ""morrón"", ""grams"": 109}, {""ingredient"": ""quinoa cocida"", ""grams"": 118}]",280.0,12.4,34.1,11.5,8.0,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0409,Yogur griego con frutillas y semillas de chia,snack,2,5,"[{""ingredient"": ""frutillas"", ""grams"": 162}, {""ingredient"": ""semillas de chia"", ""grams"": 8}, {""ingredient"": ""yogur griego descremado"", ""grams"": 195}]",102.9,11.0,11.4,1.9,3.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0410,Bowl de quinoa cocida con nueces y semillas de chia,desayuno,1,8,"[{""ingredient"": ""frutillas"", ""grams"": 200}, {""ingredient"": ""semillas de chia"", ""grams"": 19}, {""ingredient"": ""yogur griego descremado"", ""grams"": 251}]",304.4,29.7,32.4,7.5,10.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0411,Guiso de legumbres con espinaca,cena,1,39,"[{""ingredient"": ""espinaca"", ""grams"": 144}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 111}, {""ingredient"": ""tortilla de trigo"", ""grams"": 160}]",659.6,27.0,111.8,12.3,19.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0412,Ensalada proteica de carne magra cocida con tomate y mantequilla de mani,almuerzo,1,38,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 108}, {""ingredient"": ""carne magra cocida"", ""grams"": 175}, {""ingredient"": ""mantequilla de mani"", ""grams"": 25}, {""ingredient"": ""tomate"", ""grams"": 141}]",620.2,59.4,38.1,26.1,5.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0413,Ensalada proteica de huevo entero con cebolla y semillas de lino,almuerzo,1,27,"[{""ingredient"": ""cebolla"", ""grams"": 158}, {""ingredient"": ""huevo entero"", ""grams"": 141}, {""ingredient"": ""limon"", ""grams"": 30}, {""ingredient"": ""pan integral"", ""grams"": 144}, {""ingredient"": ""semillas de lino"", ""grams"": 32}]",800.1,44.9,87.4,33.1,22.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0414,Batido de proteína con frutillas,snack,2,20,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 254}, {""ingredient"": ""frutillas"", ""grams"": 181}, {""ingredient"": ""semillas de chia"", ""grams"": 20}, {""ingredient"": ""whey protein"", ""grams"": 40}]",183.0,19.6,15.3,6.1,5.5,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0415,Tostadas integrales con claras de huevo y morrón,desayuno,2,5,"[{""ingredient"": ""claras de huevo"", ""grams"": 113}, {""ingredient"": ""morrón"", ""grams"": 200}, {""ingredient"": ""pan integral"", ""grams"": 80}]",159.2,12.4,22.8,2.1,4.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0416,Bowl de yogur griego descremado con semillas de lino y miel,desayuno,1,24,"[{""ingredient"": ""almendras"", ""grams"": 26}, {""ingredient"": ""manzana"", ""grams"": 153}, {""ingredient"": ""semillas de chia"", ""grams"": 9}, {""ingredient"": ""yogur griego descremado"", ""grams"": 230}]",409.5,30.4,38.9,17.0,9.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0417,Pudding de chia con manzana,postre,1,7,"[{""ingredient"": ""cacao amargo"", ""grams"": 23}, {""ingredient"": ""leche descremada"", ""grams"": 250}, {""ingredient"": ""manzana"", ""grams"": 192}, {""ingredient"": ""miel"", ""grams"": 5}, {""ingredient"": ""semillas de chia"", ""grams"": 21}]",357.0,17.2,65.3,10.3,20.3,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0418,Batido de proteína con arandanos,snack,2,20,"[{""ingredient"": ""arandanos"", ""grams"": 95}, {""ingredient"": ""leche descremada"", ""grams"": 295}, {""ingredient"": ""semillas de lino"", ""grams"": 20}, {""ingredient"": ""whey protein"", ""grams"": 35}]",202.1,21.1,18.6,5.5,3.8,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0419,Wrap fitness de atun al natural escurrido con tomate y limon,almuerzo,1,23,"[{""ingredient"": ""atun al natural escurrido"", ""grams"": 190}, {""ingredient"": ""limon"", ""grams"": 26}, {""ingredient"": ""quinoa cocida"", ""grams"": 132}, {""ingredient"": ""tomate"", ""grams"": 115}]",407.0,56.5,35.0,4.7,5.8,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0420,Ensalada proteica de pechuga de pollo cocida con pepino y palta,almuerzo,2,31,"[{""ingredient"": ""palta"", ""grams"": 20}, {""ingredient"": ""pasta integral cocida"", ""grams"": 82}, {""ingredient"": ""pechuga de pollo cocida"", ""grams"": 101}, {""ingredient"": ""pepino"", ""grams"": 180}]",164.6,18.5,14.3,3.8,2.4,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0421,Yogur griego con banana y semillas de chia,snack,1,5,"[{""ingredient"": ""banana"", ""grams"": 157}, {""ingredient"": ""semillas de chia"", ""grams"": 18}, {""ingredient"": ""yogur griego descremado"", ""grams"": 240}]",368.8,28.8,52.0,7.0,10.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0422,Tazón de quinoa con tempeh y morrón,cena,1,12,"[{""ingredient"": ""mantequilla de mani"", ""grams"": 20}, {""ingredient"": ""morrón"", ""grams"": 188}, {""ingredient"": ""tempeh"", ""grams"": 146}, {""ingredient"": ""tortitas de arroz"", ""grams"": 123}]",925.1,45.9,129.3,30.1,7.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0423,Salmon con arroz integral cocido y ensalada,cena,1,23,"[{""ingredient"": ""aceite de oliva"", ""grams"": 34}, {""ingredient"": ""arroz integral cocido"", ""grams"": 152}, {""ingredient"": ""claras de huevo"", ""grams"": 190}, {""ingredient"": ""pepino"", ""grams"": 127}]",606.6,25.9,44.8,36.0,3.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0424,Omelette de zanahoria con nueces,desayuno,2,8,"[{""ingredient"": ""claras de huevo"", ""grams"": 150}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""zanahoria"", ""grams"": 101}]",131.2,15.2,5.9,5.0,1.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0425,Batido de proteína con naranja,snack,1,10,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 173}, {""ingredient"": ""naranja"", ""grams"": 106}, {""ingredient"": ""whey protein"", ""grams"": 25}]",184.4,22.7,18.0,3.7,2.9,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0426,Tostadas integrales con tempeh y tomate,desayuno,1,17,"[{""ingredient"": ""nueces"", ""grams"": 31}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""tempeh"", ""grams"": 72}, {""ingredient"": ""tomate"", ""grams"": 144}]",614.6,33.3,57.4,32.6,10.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0427,Omelette de cebolla con palta,desayuno,2,15,"[{""ingredient"": ""cebolla"", ""grams"": 144}, {""ingredient"": ""huevo entero"", ""grams"": 140}]",128.9,9.9,7.5,6.7,1.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0428,Tostadas integrales con porotos negros cocidos y zanahoria,desayuno,1,12,"[{""ingredient"": ""palta"", ""grams"": 18}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 137}, {""ingredient"": ""zanahoria"", ""grams"": 157}]",521.0,27.1,90.5,7.8,24.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0429,Yogur griego con arandanos y semillas de lino,snack,1,24,"[{""ingredient"": ""arandanos"", ""grams"": 182}, {""ingredient"": ""semillas de lino"", ""grams"": 14}, {""ingredient"": ""yogur griego descremado"", ""grams"": 275}]",340.8,31.3,40.4,7.5,8.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0430,Ensalada proteica de huevo entero con cebolla y nueces,almuerzo,2,30,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 103}, {""ingredient"": ""cebolla"", ""grams"": 168}, {""ingredient"": ""huevo entero"", ""grams"": 188}]",235.0,14.4,23.3,9.2,1.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0431,Bowl de avena con zapallito y zapallito,desayuno,1,21,"[{""ingredient"": ""avena"", ""grams"": 70}, {""ingredient"": ""leche descremada"", ""grams"": 272}, {""ingredient"": ""mantequilla de mani"", ""grams"": 31}, {""ingredient"": ""manzana"", ""grams"": 118}]",611.1,29.2,82.5,20.8,12.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0432,Yogur griego con banana y semillas de chia,snack,1,16,"[{""ingredient"": ""banana"", ""grams"": 92}, {""ingredient"": ""semillas de chia"", ""grams"": 15}, {""ingredient"": ""yogur griego descremado"", ""grams"": 255}]",305.2,29.1,36.5,5.9,7.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0433,Tazón de quinoa con lentejas cocidas y lechuga,cena,2,29,"[{""ingredient"": ""aceite de oliva"", ""grams"": 33}, {""ingredient"": ""arroz blanco cocido"", ""grams"": 186}, {""ingredient"": ""lechuga"", ""grams"": 136}, {""ingredient"": ""lentejas cocidas"", ""grams"": 101}, {""ingredient"": ""mostaza"", ""grams"": 26}]",344.1,8.2,38.9,17.6,5.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0434,Omelette de tomate con palta,desayuno,2,17,"[{""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""palta"", ""grams"": 25}, {""ingredient"": ""tomate"", ""grams"": 63}]",123.2,12.5,3.2,6.8,1.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0435,Pudding de chia con naranja,postre,1,20,"[{""ingredient"": ""cacao amargo"", ""grams"": 11}, {""ingredient"": ""leche descremada"", ""grams"": 178}, {""ingredient"": ""naranja"", ""grams"": 184}, {""ingredient"": ""semillas de chia"", ""grams"": 15}]",246.8,12.4,43.3,6.5,13.6,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0436,Pudding de chia con naranja,postre,2,20,"[{""ingredient"": ""cacao amargo"", ""grams"": 27}, {""ingredient"": ""leche descremada"", ""grams"": 192}, {""ingredient"": ""naranja"", ""grams"": 195}, {""ingredient"": ""semillas de lino"", ""grams"": 19}]",160.9,8.5,26.9,6.0,9.9,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0437,Bowl de quinoa cocida con frutillas y semillas de lino,desayuno,1,6,"[{""ingredient"": ""frutillas"", ""grams"": 133}, {""ingredient"": ""semillas de lino"", ""grams"": 15}, {""ingredient"": ""yogur griego descremado"", ""grams"": 260}]",276.1,29.6,24.0,7.7,6.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0438,Batido de proteína con naranja,snack,1,20,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 291}, {""ingredient"": ""naranja"", ""grams"": 88}, {""ingredient"": ""semillas de lino"", ""grams"": 15}, {""ingredient"": ""whey protein"", ""grams"": 40}]",339.7,38.4,23.8,12.3,6.7,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0439,Guiso de legumbres con zapallito,cena,1,39,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 200}, {""ingredient"": ""mostaza"", ""grams"": 26}, {""ingredient"": ""papa cocida"", ""grams"": 168}, {""ingredient"": ""semillas de chia"", ""grams"": 17}, {""ingredient"": ""zapallito"", ""grams"": 172}]",603.2,27.2,101.8,12.2,26.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0440,Tostadas integrales con garbanzos cocidos y zanahoria,desayuno,1,20,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 86}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""zanahoria"", ""grams"": 132}]",442.2,21.9,76.9,6.7,17.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0441,Ensalada proteica de pavo cocido con zanahoria y nueces,almuerzo,1,31,"[{""ingredient"": ""pavo cocido"", ""grams"": 133}, {""ingredient"": ""quinoa cocida"", ""grams"": 222}, {""ingredient"": ""salsa de soja"", ""grams"": 13}, {""ingredient"": ""zanahoria"", ""grams"": 72}]",515.6,50.0,54.8,9.8,8.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
